454	608
454	723
454	283
454	70
454	270
454	337
454	199
454	58
608	566
608	347
608	473
608	328
608	536
608	817
608	460
608	290
608	464
608	769
608	702
608	310
608	23
723	938
723	10
723	297
723	218
723	714
723	430
723	574
723	261
723	155
723	625
283	236
283	291
283	593
283	68
283	462
283	373
283	555
70	249
70	838
70	437
70	695
70	852
70	18
70	147
70	994
70	936
270	844
270	902
270	526
270	410
270	332
270	780
270	833
270	221
270	935
270	749
270	208
270	732
270	48
337	792
337	648
337	800
337	485
337	187
337	780
337	808
337	152
337	502
337	442
337	913
337	795
337	37
337	570
337	92
337	579
337	640
337	246
337	600
337	922
337	491
337	257
566	247
566	724
566	645
566	395
566	304
566	603
566	663
566	439
566	371
566	968
566	312
566	493
347	278
347	487
347	745
347	452
347	882
347	207
347	544
347	669
347	264
347	719
347	575
347	329
347	787
347	20
473	440
473	790
473	310
473	733
473	161
473	150
473	582
473	871
473	390
473	946
473	15
473	678
473	484
473	37
328	41
328	129
328	922
328	223
328	90
328	761
328	682
328	20
328	325
328	988
328	520
328	742
328	822
328	330
328	954
328	192
328	43
328	248
328	159
536	762
536	344
536	779
536	10
536	153
536	593
536	330
817	397
817	956
817	784
817	746
817	438
938	827
938	689
938	145
938	125
938	517
938	874
938	889
938	71
10	745
10	838
10	148
10	665
10	765
297	294
297	190
297	849
297	962
297	659
297	878
297	779
297	665
236	295
236	313
236	902
236	935
236	785
236	756
236	348
236	710
236	153
236	26
236	555
236	351
236	911
236	122
236	150
236	834
291	412
291	41
291	246
291	45
291	296
291	744
291	832
291	605
291	486
291	361
291	878
291	542
291	791
249	833
249	381
249	698
249	41
249	709
249	278
249	927
249	781
249	593
249	120
249	309
249	386
249	312
249	989
249	482
249	969
249	89
249	19
249	403
249	815
249	758
249	430
249	537
838	670
838	676
838	276
838	164
838	20
838	697
838	79
838	220
437	411
437	359
437	772
437	258
437	252
437	107
437	624
437	280
437	360
437	847
437	673
437	114
437	610
437	324
437	74
437	711
695	397
695	901
695	371
695	727
695	298
695	955
695	557
852	507
852	698
852	970
852	353
852	995
852	574
852	17
852	142
18	129
18	880
18	699
18	42
18	769
18	452
18	650
18	221
18	101
18	179
18	89
18	212
147	632
147	568
147	888
994	365
994	446
994	211
994	403
994	740
994	176
994	47
994	455
994	952
844	809
844	841
844	372
844	341
844	740
844	929
844	452
844	442
844	619
844	899
844	287
902	314
902	388
902	854
902	617
902	742
902	233
902	284
902	374
902	929
902	883
902	529
902	541
902	826
526	37
526	284
526	444
526	701
526	847
526	725
410	930
410	101
410	14
410	161
410	312
410	654
332	436
332	103
332	211
332	405
332	540
780	17
780	487
780	936
780	854
780	686
780	37
780	372
780	993
780	918
780	511
780	634
780	966
780	309
780	179
780	557
780	317
780	837
780	637
780	340
833	261
833	151
833	65
833	569
833	955
833	102
833	381
833	599
833	700
833	619
833	157
833	37
833	459
833	188
833	931
833	841
833	159
833	387
833	524
833	919
833	666
833	706
833	485
833	870
833	834
833	107
833	655
833	558
833	574
833	237
833	245
833	486
833	845
833	251
833	60
221	489
221	256
221	782
221	112
221	653
221	969
221	657
935	487
935	167
935	506
935	425
935	342
935	564
792	359
792	591
792	569
792	784
648	899
648	66
648	130
648	108
648	274
648	368
648	52
800	897
800	172
800	289
800	804
800	593
800	681
800	127
800	654
800	309
800	664
800	668
800	274
485	487
485	13
485	223
485	957
485	110
485	169
485	477
485	972
485	319
485	924
485	657
485	132
485	463
187	65
187	17
187	242
187	6
187	594
187	809
187	978
187	653
187	645
187	820
187	80
187	86
187	772
187	31
187	13
187	813
187	311
187	924
187	756
187	435
187	778
187	117
187	373
808	713
808	372
808	96
808	588
808	654
808	306
808	244
808	128
808	692
152	579
152	413
152	245
152	494
152	950
502	102
502	581
502	714
502	549
502	497
502	39
502	858
442	220
442	379
442	587
442	217
442	445
442	772
442	161
913	955
913	37
913	960
913	295
913	100
913	776
913	535
913	786
913	308
795	284
795	887
795	643
795	293
795	103
795	416
795	300
37	801
37	90
37	207
37	880
37	160
37	619
37	698
37	767
37	702
37	157
37	142
37	887
37	922
37	676
37	668
37	985
37	463
37	531
37	832
37	851
37	520
37	346
37	765
37	464
37	367
37	794
37	774
37	708
37	459
37	378
570	627
570	160
570	302
570	952
92	579
92	227
92	983
92	222
92	908
579	350
579	90
579	814
579	619
579	859
579	289
579	428
579	364
579	764
579	533
579	968
579	918
579	179
579	244
579	828
579	890
579	105
579	589
579	269
579	637
579	183
579	83
579	561
579	259
579	668
579	427
579	171
579	872
640	699
640	428
640	906
640	22
246	397
246	14
246	901
246	991
246	178
246	319
246	499
246	513
600	292
600	360
600	803
600	881
600	464
600	453
600	462
600	746
600	101
600	954
600	918
600	801
600	683
247	17
247	930
247	854
247	240
247	429
247	222
247	869
247	319
247	348
247	511
247	974
247	364
247	209
247	407
247	630
247	478
247	944
247	114
247	705
247	259
247	403
247	382
247	900
247	110
724	930
724	587
724	224
724	781
724	667
724	2
724	602
724	685
724	375
724	549
724	691
724	509
724	830
724	672
724	455
724	273
724	34
724	528
724	316
724	189
724	592
724	11
724	676
724	141
645	381
645	683
645	41
645	293
645	384
645	831
645	574
645	973
645	849
645	609
645	217
645	312
645	618
645	875
645	746
395	330
395	294
395	164
395	652
395	117
395	220
395	610
395	333
395	86
395	766
304	807
304	790
304	121
304	671
304	607
304	604
304	915
304	164
304	464
603	991
603	979
603	179
603	998
603	462
603	718
603	428
278	294
278	810
278	63
278	548
278	429
278	342
278	686
278	715
278	727
278	386
278	95
487	694
487	569
487	381
487	177
487	719
487	266
487	174
487	522
487	561
487	772
487	163
487	741
487	425
487	232
487	396
487	467
487	3
487	624
487	861
487	947
487	466
487	607
487	869
745	330
745	696
745	813
745	842
745	542
745	290
745	705
745	578
745	970
745	102
745	534
452	560
452	149
452	143
452	728
452	59
452	156
452	980
452	849
452	660
452	99
452	840
452	372
452	136
452	101
882	930
882	130
882	711
882	863
882	254
882	158
882	739
882	562
882	533
882	534
882	726
882	742
882	936
882	982
207	694
207	831
207	966
207	641
207	908
207	160
207	735
207	156
207	491
544	619
544	658
544	170
544	486
544	587
544	748
544	552
544	461
544	498
544	576
544	510
544	36
669	887
669	646
669	233
669	752
669	129
669	32
669	155
669	941
669	677
669	742
669	943
440	507
440	564
440	635
440	416
440	763
440	446
440	751
440	381
440	432
440	827
440	41
440	883
440	922
440	826
440	625
440	914
440	197
440	341
440	768
440	949
440	615
440	361
440	384
440	455
440	537
440	413
440	516
440	549
440	309
440	627
440	804
440	653
440	496
440	119
790	146
790	412
790	41
790	999
790	885
790	806
790	21
790	538
310	359
310	635
310	532
310	496
310	968
310	549
310	946
310	789
733	11
733	772
733	24
733	195
161	507
161	397
161	200
161	731
161	582
161	955
161	741
150	934
150	925
150	382
150	176
150	708
150	983
150	591
150	926
582	295
582	736
582	684
582	243
582	556
582	189
871	388
871	546
871	551
871	693
871	280
871	338
871	634
871	430
871	786
390	858
390	930
390	818
390	380
390	93
390	456
946	14
946	978
946	229
946	477
946	650
946	840
946	333
946	630
946	534
946	385
946	259
41	295
