192	367
192	224
192	154
192	422
192	711
192	425
192	178
192	434
192	217
192	55
192	74
192	559
192	836
192	320
192	671
192	615
192	534
192	475
192	602
192	236
192	994
192	333
192	972
192	307
192	461
192	777
192	912
192	653
192	887
192	915
192	670
192	431
192	42
192	23
192	301
192	834
192	40
192	295
192	407
192	413
192	854
192	200
192	343
192	623
192	901
192	472
192	362
192	13
192	124
192	886
192	818
192	57
192	682
192	793
192	501
192	528
192	570
192	235
192	63
192	810
192	347
192	141
192	457
192	982
192	932
192	230
192	250
192	208
192	756
192	523
192	0
192	111
192	173
367	918
367	957
367	714
367	286
367	245
367	395
367	175
367	551
367	614
367	723
367	319
367	258
367	928
367	302
367	469
367	466
367	733
367	244
367	687
367	7
367	766
367	200
367	63
367	74
367	622
367	385
367	737
367	782
367	429
367	407
367	523
367	729
367	961
367	51
367	562
367	282
367	569
367	234
367	912
367	923
367	745
367	360
367	375
367	620
367	898
367	19
367	800
367	528
367	284
367	891
367	907
367	149
367	181
367	146
367	847
367	132
367	333
367	814
367	940
367	685
367	851
367	960
367	586
367	882
367	135
367	424
367	959
367	370
367	346
367	654
224	716
224	534
224	395
224	305
224	628
224	722
224	970
224	86
224	943
224	698
224	25
224	387
224	568
224	50
224	671
224	844
224	908
224	225
224	206
224	248
224	353
224	282
224	845
224	104
224	693
224	257
224	428
224	359
224	113
224	240
224	93
224	554
224	546
224	315
224	638
224	953
224	95
224	738
224	895
224	813
224	646
224	787
224	538
224	321
224	712
224	974
224	491
224	464
224	130
224	948
224	622
224	848
224	841
224	338
224	992
224	268
224	906
224	96
224	884
224	665
224	617
224	909
224	597
224	258
224	549
224	526
224	58
224	569
154	954
154	295
154	2
154	496
154	834
154	943
154	844
154	565
154	63
154	532
154	495
154	416
154	177
154	823
154	698
154	228
154	17
154	310
154	561
154	356
154	975
154	459
154	126
154	764
154	246
154	449
154	426
154	336
154	493
154	550
154	258
154	317
154	471
154	768
154	581
154	418
154	414
154	268
154	278
154	911
154	251
154	563
154	741
154	994
154	617
154	475
154	3
154	455
154	56
154	851
154	344
154	930
154	338
154	787
154	902
154	441
154	78
154	238
154	505
154	854
154	10
154	553
154	440
154	842
154	642
154	67
154	370
154	942
154	548
154	665
154	756
154	895
154	695
154	956
154	846
154	90
154	363
154	835
154	451
154	313
154	590
422	102
422	49
422	534
422	907
422	588
422	88
422	576
422	550
422	698
422	951
422	613
422	756
422	261
422	213
422	423
422	185
422	40
422	133
422	209
422	624
422	706
422	512
422	292
422	908
422	639
422	103
422	54
422	59
422	890
422	879
422	322
422	841
422	106
422	202
422	808
422	863
422	865
422	716
422	230
422	655
422	958
422	531
422	777
422	62
422	141
422	663
422	11
422	742
422	160
422	212
422	204
422	472
711	551
711	275
711	82
711	13
711	414
711	183
711	754
711	359
711	842
711	426
711	517
711	163
711	444
711	223
711	287
711	23
711	978
711	263
711	297
711	944
711	627
711	421
711	936
711	755
711	566
711	333
711	313
711	256
711	812
711	649
711	534
711	308
711	348
711	173
711	11
711	466
711	762
711	640
425	725
425	642
425	805
425	898
425	653
425	262
425	631
425	606
425	996
425	138
425	290
425	289
425	847
425	401
425	731
425	873
425	78
425	485
425	917
425	728
425	150
425	697
425	431
425	28
425	808
425	100
425	61
425	838
425	713
425	381
425	320
425	982
425	452
425	751
425	835
425	144
425	309
425	532
425	683
425	682
425	876
425	55
425	272
425	385
425	52
425	772
425	750
178	37
178	245
178	427
178	659
178	191
178	731
178	633
178	717
